# Swift-BAT daily average light curve for MAXI J1816-195                
# Generated Wed Jul 19 16:41:21 UTC 2023
#
#     TIME           RATE          ERROR      YEAR          DAY     STAT_ERR        SYS_ERR   DATA_FLAG   TIMEDEL_EXPO     TIMEDEL_CODED  TIMEDEL_DITHERED
#       d        count/cm^2/s   count/cm^2/s   yr            d    count/cm^2/s   count/cm^2/s                s              s              s
      59743       0.02839451     0.00826473   2022         164     0.00702462     0.00099381      0     832.00000000   367.75000000   832.00000000
      59744       0.01382189     0.00394969   2022         165     0.00335612     0.00048377      0    3864.00000000  1709.34375000  3864.00000000
      59745       0.02000479     0.00379769   2022         166     0.00319571     0.00070017      0    6800.00000000  2944.59375000  6800.00000000
      59746       0.00965778     0.00320143   2022         167     0.00272563     0.00033802      0    5648.00000000  3079.31250000  5648.00000000
      59747       0.02182902     0.00375273   2022         168     0.00314566     0.00076402      0    5272.00000000  2555.03125000  5272.00000000
      59748       0.01844992     0.00316229   2022         169     0.00265039     0.00064575      0    5168.00000000  3137.28125000  5168.00000000
      59749       0.01262961     0.00462281   2022         170     0.00393975     0.00044204      0    4712.00000000  2209.98437500  4712.00000000
      59750       0.01076776     0.00276725   2022         171     0.00234715     0.00037687      0    8368.00000000  3866.53125000  8368.00000000
      59751       0.01329355     0.00289479   2022         172     0.00244619     0.00046527      0    8248.00000000  4073.78125000  8248.00000000
      59752       0.01508765     0.00471774   2022         173     0.00401378     0.00052807      0    3384.00000000   905.76562500  3384.00000000
      59753       0.01728126     0.00315442   2022         174     0.00265059     0.00060484      0    6512.00000000  2588.07812500  6512.00000000
      59754       0.00753298     0.00613510   2022         175     0.00524780     0.00026365      0     696.00000000   240.21875000   696.00000000
      59755       0.01288351     0.00468452   2022         176     0.00399210     0.00045092      0    1960.00000000   967.40625000  1960.00000000
      59756       0.00883720     0.00287979   2022         177     0.00245131     0.00030930      0    5152.00000000  2381.96875000  5152.00000000
      59757       0.00175688     0.00341851   2022         178     0.00292633     0.00006149      0    2552.00000000  1271.56250000  2552.00000000
      59758       0.00585502     0.00244815   2022         179     0.00208866     0.00020493      0    4504.00000000  2134.01562500  4504.00000000
      59759       0.00903865     0.00209625   2022         180     0.00177418     0.00031635      0    9984.00000000  4355.78182340  9984.00000000
      59760       0.00543385     0.00419397   2022         181     0.00358703     0.00019018      0    2176.00000000  1152.50000000  2176.00000000
      59761       0.00476469     0.00254066   2022         182     0.00217053     0.00016676      0    4544.00000000  3060.31250000  4544.00000000
      59762       0.00444941     0.00204486   2022         183     0.00174565     0.00015573      0    8000.00000000  5485.28125000  8000.00000000
      59763      -0.00173197     0.00358368   2022         184     0.00306778    -0.00006062      0    2880.00000000  1911.37500000  2880.00000000
      59764      -0.00225602     0.00244911   2022         185     0.00209575    -0.00007896      0    5960.00000000  3758.18750000  5960.00000000
      59765       0.00125994     0.00243532   2022         186     0.00208469     0.00004410      0    7120.00000000  4703.56250000  7120.00000000
      59766      -0.00188707     0.00163190   2022         187     0.00139603    -0.00006605      0    9360.00000000  8303.68750000  9360.00000000
      59767      -0.00011317     0.00144684   2022         188     0.00123873    -0.00000396      0    5616.00000000  4648.75000000  5616.00000000
      59768      -0.00107996     0.00238028   2022         189     0.00203766    -0.00003780      0    5312.00000000  4094.25000000  5312.00000000
      59769      -0.00066510     0.00227995   2022         190     0.00195191    -0.00002328      0    6704.00000000  4429.37500000  6704.00000000
      59770       0.00021345     0.00210195   2022         191     0.00179960     0.00000747      0    6016.00000000  5281.37500000  6016.00000000
      59771      -0.00576003     0.00323320   2022         192     0.00276277    -0.00020160      0    2584.00000000  2357.50000000  2584.00000000
      59772      -0.00649034     0.00840263   2022         193     0.00719141    -0.00022716      0     576.00000000   183.75000000   576.00000000
      59773      -0.00866895     0.00576679   2022         194     0.00493048    -0.00030341      0    1144.00000000   606.93750000  1144.00000000
      59774       0.00055209     0.00210396   2022         195     0.00180126     0.00001932      0    2936.00000000  2502.00000000  2936.00000000
      59775      -0.00263079     0.00266931   2022         196     0.00228401    -0.00009208      0    4400.00000000  2557.12500000  4400.00000000
      59776      -0.00003385     0.00192292   2022         197     0.00164634    -0.00000118      0   11360.00000000  6900.31250000 11360.00000000
      59777       0.00071039     0.00251090   2022         198     0.00214964     0.00002486      0    7056.00000000  3812.37500000  7056.00000000
      59778      -0.00074262     0.00281683   2022         199     0.00241157    -0.00002599      0    3688.00000000  3405.68750000  3688.00000000
      59779       0.00423298     0.01108657   2022         200     0.00949108     0.00014815      0     512.00000000   401.50000000   512.00000000
      59780       0.00190891     0.00255517   2022         201     0.00218689     0.00006681      0    3584.00000000  2719.56250000  3584.00000000
      59781      -0.00278403     0.00160040   2022         202     0.00136767    -0.00009744      0    5336.00000000  4880.51561785  5336.00000000
      59782       0.00731640     0.00312277   2022         203     0.00266460     0.00025607      0    6176.00000000  3498.09375000  6176.00000000
      59783       0.00010471     0.00315967   2022         204     0.00270520     0.00000367      0    2944.00000000  2047.90625000  2944.00000000
      59784      -0.00254253     0.00272836   2022         205     0.00233468    -0.00008899      0    4784.00000000  3328.25000000  4784.00000000
      59785       0.00112021     0.00273081   2022         206     0.00233778     0.00003921      0    5872.00000000  3307.03125000  5872.00000000
      59786      -0.00177307     0.00176169   2022         207     0.00150736    -0.00006206      0    7016.00000000  6062.62500000  7016.00000000
      59787      -0.00243847     0.00270065   2022         208     0.00231104    -0.00008535      0    4408.00000000  3195.96875000  4408.00000000
      59788      -0.00004212     0.00455919   2022         209     0.00390341    -0.00000147      0    2288.00000000  1432.75000000  2288.00000000
      59789       0.00194587     0.00257628   2022         210     0.00220495     0.00006811      0    5808.00000000  3788.56250000  5808.00000000
      59790       0.00806709     0.00273181   2022         211     0.00232636     0.00028235      0    6448.00000000  3350.56250000  6448.00000000
      59791       0.00071487     0.00444273   2022         212     0.00380365     0.00002502      0    2000.00000000  1178.71875000  2000.00000000
      59792       0.00457157     0.00397366   2022         213     0.00339934     0.00016001      0    5288.00000000  2292.88996708  5288.00000000
      59793       0.00556504     0.00347721   2022         214     0.00297239     0.00019478      0    2064.00000000  1921.50000000  2064.00000000
      59794       0.00151990     0.00305766   2022         215     0.00261746     0.00005320      0    4104.00000000  2304.18750000  4104.00000000
      59795      -0.00551172     0.00150954   2022         216     0.00128182    -0.00019291      0    8616.00000000  5047.12500000  8616.00000000
      59796      -0.00329893     0.00218166   2022         217     0.00186524    -0.00011546      0    4176.00000000  3066.75000000  4176.00000000
      59797      -0.00480241     0.00224756   2022         218     0.00191889    -0.00016808      0    6016.00000000  3658.90625000  6016.00000000
      59798      -0.00002900     0.00452006   2022         219     0.00386991    -0.00000101      0    2816.00000000   681.09375000  2816.00000000
      59799      -0.00739938     0.00796454   2022         220     0.00681535    -0.00025898      0    2256.00000000   589.15625000  2256.00000000
      59800      -0.00505453     0.00339337   2022         221     0.00290133    -0.00017691      0    6872.00000000  3726.29687500  6872.00000000
      59801       0.00339341     0.00197621   2022         222     0.00168890     0.00011877      0    9672.00000000  8183.46875000  9672.00000000
      59802       0.00117484     0.00466118   2022         223     0.00399058     0.00004112      0    1240.00000000   839.25000000  1240.00000000
      59803      -0.00282477     0.00289301   2022         224     0.00247545    -0.00009887      0    9056.00000000  4637.12500000  9056.00000000
      59804      -0.00084823     0.00333471   2022         225     0.00285495    -0.00002969      0    5208.00000000  2738.32812500  5208.00000000
      59805       0.00308132     0.00213506   2022         226     0.00182563     0.00010785      0    7960.00000000  6587.62500763  7960.00000000
      59806      -0.00118343     0.00253739   2022         227     0.00217213    -0.00004142      0    8112.00000000  6188.40625000  8112.00000000
      59807      -0.00010584     0.00213889   2022         228     0.00183124    -0.00000370      0    6088.00000000  5314.00000000  6088.00000000
      59808      -0.00560494     0.00337075   2022         229     0.00288103    -0.00019617      0    6208.00000000  2942.48437500  6208.00000000
      59809      -0.00274965     0.00194113   2022         230     0.00165989    -0.00009624      0    3552.00000000  3283.37500000  3552.00000000
      59810       0.00332438     0.00237209   2022         231     0.00202845     0.00011635      0    8560.00000000  5371.99215937  8560.00000000
      59811       0.00108643     0.00196938   2022         232     0.00168580     0.00003803      0   14280.00000000  9948.23431396 14280.00000000
      59812       0.00141411     0.00222893   2022         233     0.00190786     0.00004949      0    5808.00000000  4975.34262419  5808.00000000
      59813       0.00005710     0.00207963   2022         234     0.00178051     0.00000200      0    9112.00000000  6324.62500000  9112.00000000
      59814      -0.00071662     0.00200011   2022         235     0.00171228    -0.00002508      0    9880.00000000  6659.37500000  9880.00000000
      59815       0.00220393     0.00170376   2022         236     0.00145720     0.00007714      0   13944.00000000 11952.56250000 13944.00000000
      59816       0.00368530     0.00196039   2022         237     0.00167478     0.00012899      0   11328.00000000  6234.93750000 11328.00000000
      59817       0.00024364     0.00272469   2022         238     0.00233277     0.00000853      0    5392.00000000  3800.25000000  5392.00000000
      59818      -0.00201881     0.00268684   2022         239     0.00229958    -0.00007066      0    6296.00000000  4986.06250000  6296.00000000
      59819       0.00168193     0.00217073   2022         240     0.00185782     0.00005887      0    9080.00000000  6289.07812500  9080.00000000
      59820      -0.00191921     0.00222235   2022         241     0.00190182    -0.00006717      0   13112.00000000  7817.15625000 13112.00000000
      59821       0.00376655     0.00188903   2022         242     0.00161338     0.00013183      0    8808.00000000  7025.68750000  8808.00000000
      59822      -0.00277641     0.00223637   2022         243     0.00191289    -0.00009717      0    6384.00000000  3856.40625000  6384.00000000
      59823       0.00258580     0.00151395   2022         244     0.00129387     0.00009050      0    7800.00000000  6302.46875000  7800.00000000
      59824       0.00120109     0.00227477   2022         245     0.00194725     0.00004204      0    7200.00000000  4127.43750000  7200.00000000
      59825      -0.00302024     0.00206604   2022         246     0.00176655    -0.00010571      0    5656.00000000  3881.85937500  5656.00000000
      59826      -0.00147062     0.00314344   2022         247     0.00269094    -0.00005147      0    5392.00000000  3244.85937500  5392.00000000
      59827       0.00714385     0.00221964   2022         248     0.00188828     0.00025003      0   11416.00000000  8197.21875000 11416.00000000
      59828       0.00407588     0.00197271   2022         249     0.00168455     0.00014266      0   15792.00000000 12260.12500000 15792.00000000
      59829       0.00603807     0.00177868   2022         250     0.00151206     0.00021133      0   15600.00000000 13207.75000000 15600.00000000
      59830       0.00281263     0.00233427   2022         251     0.00199674     0.00009844      0   10000.00000000  5333.93750000 10000.00000000
      59831      -0.00305498     0.00188660   2022         252     0.00161264    -0.00010692      0   11064.00000000  7798.21875000 11064.00000000
      59832       0.00043614     0.00195365   2022         253     0.00167259     0.00001527      0   14848.00000000  9961.50000000 14848.00000000
      59833       0.00432918     0.00221181   2022         254     0.00188922     0.00015152      0   14496.00000000  8084.09375000 14496.00000000
      59834      -0.00050861     0.00217102   2022         255     0.00185869    -0.00001780      0   10800.00000000  6795.32812500 10800.00000000
      59835       0.00350612     0.00218581   2022         256     0.00186846     0.00012271      0    7816.00000000  5885.95312500  7816.00000000
      59836      -0.00468406     0.00245489   2022         257     0.00209710    -0.00016394      0   10144.00000000  5340.84375000 10144.00000000
      59837      -0.00095024     0.00224608   2022         258     0.00192281    -0.00003326      0    7456.00000000  4494.27343750  7456.00000000
