HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457040.70764,2015-01-18.2021513,be,1.49,16.953,>16.953,99.990,0.505,0.127,V
2457040.70907,2015-01-18.2035785,be,1.46,16.998,>16.998,99.990,0.482,0.122,V
2457042.70094,2015-01-20.1954078,be,1.44,16.941,>16.941,99.990,0.577,0.128,V
2457042.70237,2015-01-20.1968341,be,1.46,16.972,>16.972,99.990,0.602,0.125,V
2457044.69364,2015-01-22.1880621,be,1.53,16.996,>16.996,99.990,0.269,0.122,V
2457044.69505,2015-01-22.1894834,be,1.52,16.970,>16.970,99.990,0.407,0.125,V
2457047.68618,2015-01-25.1805510,be,1.57,16.916,>16.916,99.990,0.632,0.131,V
2457047.68767,2015-01-25.18205,be,1.60,16.899,>16.899,99.990,0.382,0.133,V
2457049.93124,2015-01-27.4255947,ba,1.76,16.815,>16.815,99.990,0.519,0.144,V
2457049.93270,2015-01-27.4270542,ba,1.75,16.848,>16.848,99.990,0.437,0.140,V
2457051.69169,2015-01-29.1860278,be,1.43,16.726,>16.726,99.990,0.576,0.156,V
2457051.69311,2015-01-29.1874461,be,1.47,16.603,>16.603,99.990,0.637,0.175,V
2457051.82246,2015-01-29.3167940,ba,1.60,16.469,>16.469,99.990,0.037,0.198,V
2457054.88917,2015-02-01.3834842,ba,1.68,16.083,>16.083,99.990,0.674,0.283,V
2457054.89057,2015-02-01.3848859,ba,1.65,15.993,>15.993,99.990,0.523,0.307,V
2457060.67393,2015-02-07.1682636,be,1.53,99.990,99.990,99.990,99.990,99.990,V
2457060.67536,2015-02-07.1696908,be,1.58,16.100,>16.100,99.990,0.855,0.279,V
2457064.88976,2015-02-11.3841336,ba,1.82,17.038,>17.038,99.990,0.487,0.117,V
2457064.89182,2015-02-11.3861987,ba,1.99,99.990,99.990,99.990,99.990,99.990,V
2457065.90649,2015-02-12.4008834,ba,1.76,99.990,99.990,99.990,99.990,99.990,V
2457065.90789,2015-02-12.4022818,ba,1.82,16.905,>16.905,99.990,0.603,0.133,V
2457069.62162,2015-02-16.1160853,be,1.51,16.830,>16.830,99.990,0.187,0.142,V
2457069.62304,2015-02-16.1175049,be,1.50,16.893,>16.893,99.990,0.642,0.134,V
2457070.66311,2015-02-17.1575961,be,1.48,99.990,99.990,99.990,99.990,99.990,V
2457070.66454,2015-02-17.1590283,be,1.52,99.990,99.990,99.990,99.990,99.990,V
2457072.64896,2015-02-19.1434951,be,1.45,16.822,>16.822,99.990,0.174,0.143,V
2457072.65038,2015-02-19.1449156,be,1.47,16.784,>16.784,99.990,0.608,0.148,V
2457075.65635,2015-02-22.1509690,be,1.50,99.990,99.990,99.990,99.990,99.990,V
2457075.65776,2015-02-22.1523834,be,1.53,16.978,>16.978,99.990,0.475,0.124,V
2457077.88195,2015-02-24.3766328,ba,1.73,99.990,99.990,99.990,99.990,99.990,V
2457077.88342,2015-02-24.3781030,ba,1.70,99.990,99.990,99.990,99.990,99.990,V
2457078.87826,2015-02-25.3729793,ba,1.64,99.990,99.990,99.990,99.990,99.990,V
2457078.87974,2015-02-25.3744562,ba,1.66,16.905,>16.905,99.990,0.530,0.133,V
2457087.58205,2015-03-06.0771524,be,1.67,15.947,>15.947,99.990,0.816,0.321,V
2457087.58347,2015-03-06.0785679,be,1.69,99.990,99.990,99.990,99.990,99.990,V
2457089.62800,2015-03-08.1231945,be,1.52,16.460,>16.460,99.990,0.281,0.200,V
2457089.62939,2015-03-08.1245857,be,1.52,16.277,>16.277,99.990,0.032,0.237,V
2457092.71221,2015-03-11.2075668,be,1.78,16.458,>16.458,99.990,0.695,0.200,V
2457092.71363,2015-03-11.2089912,be,1.74,16.289,>16.289,99.990,-0.128,0.234,V
2457092.71725,2015-03-11.2126140,bf,1.53,16.405,>16.405,99.990,0.334,0.210,V
2457095.60588,2015-03-14.1014078,be,2.23,99.990,99.990,99.990,99.990,99.990,V
2457095.60731,2015-03-14.1028362,be,2.20,99.990,99.990,99.990,99.990,99.990,V
2457097.69076,2015-03-16.1864372,be,1.38,16.848,>16.848,99.990,0.146,0.140,V
2457097.69222,2015-03-16.1878717,be,1.46,16.814,>16.814,99.990,0.366,0.144,V
2457100.68700,2015-03-19.1832437,be,1.46,99.990,99.990,99.990,99.990,99.990,V
2457100.68842,2015-03-19.1846672,be,1.45,16.751,>16.751,99.990,0.537,0.153,V
2457102.85655,2015-03-21.3529467,ba,1.72,99.990,99.990,99.990,99.990,99.990,V
2457102.85804,2015-03-21.3544435,ba,1.72,16.978,>16.978,99.990,0.482,0.124,V
2457105.80970,2015-03-24.3063074,ba,1.68,99.990,99.990,99.990,99.990,99.990,V
2457105.81125,2015-03-24.3078537,ba,1.64,99.990,99.990,99.990,99.990,99.990,V
2457108.87461,2015-03-27.3714305,ba,1.65,16.489,>16.489,99.990,0.222,0.195,V
2457108.87622,2015-03-27.3730457,ba,1.69,16.321,>16.321,99.990,0.135,0.227,V
2457114.63187,2015-04-02.1291175,bf,1.48,15.810,>15.810,99.990,1.385,0.364,V
2457114.63330,2015-04-02.1305454,bf,1.46,15.801,>15.801,99.990,0.327,0.367,V
2457114.63475,2015-04-02.1320055,be,1.62,99.990,99.990,99.990,99.990,99.990,V
2457114.63617,2015-04-02.1334209,be,1.60,16.009,>16.009,99.990,-0.161,0.303,V
2457115.59043,2015-04-03.0877579,be,1.56,16.126,>16.126,99.990,0.217,0.272,V
2457115.59186,2015-04-03.0891871,be,1.56,16.032,>16.032,99.990,0.315,0.297,V
2457115.61073,2015-04-03.1080526,bf,1.43,16.069,>16.069,99.990,0.832,0.287,V
2457115.61215,2015-04-03.1094804,bf,1.41,15.863,>15.863,99.990,0.406,0.347,V
2457116.58643,2015-04-04.0838289,bf,1.48,15.858,>15.858,99.990,0.947,0.348,V
2457116.58784,2015-04-04.0852453,bf,1.46,15.884,>15.884,99.990,0.031,0.340,V
2457116.60694,2015-04-04.1043471,be,1.50,16.032,>16.032,99.990,0.553,0.297,V
2457116.60838,2015-04-04.1057865,be,1.53,99.990,99.990,99.990,99.990,99.990,V
2457117.61860,2015-04-05.1160866,bf,1.46,15.942,>15.942,99.990,0.403,0.322,V
2457117.62003,2015-04-05.1175211,bf,1.48,15.863,>15.863,99.990,0.891,0.346,V
2457117.62149,2015-04-05.1189729,be,1.60,16.108,>16.108,99.990,0.340,0.277,V
2457117.62290,2015-04-05.1203877,be,1.62,99.990,99.990,99.990,99.990,99.990,V
2457118.64232,2015-04-06.1398892,bf,1.41,15.997,>15.997,99.990,1.033,0.306,V
2457118.64375,2015-04-06.1413146,bf,1.45,15.974,>15.974,99.990,0.350,0.313,V
2457118.64810,2015-04-06.1456685,be,1.44,99.990,99.990,99.990,99.990,99.990,V
2457118.64952,2015-04-06.1470929,be,1.48,99.990,99.990,99.990,99.990,99.990,V
2457121.64093,2015-04-09.1387471,be,1.45,16.344,>16.344,99.990,0.571,0.223,V
2457121.64236,2015-04-09.1401766,be,1.47,16.387,>16.387,99.990,0.420,0.214,V
2457121.64688,2015-04-09.1446962,bf,1.43,16.185,>16.185,99.990,0.746,0.258,V
2457121.64832,2015-04-09.1461348,bf,1.39,16.213,>16.213,99.990,0.603,0.251,V
2457123.53027,2015-04-11.0282386,be,1.76,16.939,>16.939,99.990,0.591,0.129,V
2457123.53169,2015-04-11.0296655,be,1.77,99.990,99.990,99.990,99.990,99.990,V
2457123.54191,2015-04-11.0398884,bf,1.50,16.807,>16.807,99.990,0.548,0.145,V
2457123.54334,2015-04-11.0413189,bf,1.53,16.761,>16.761,99.990,0.600,0.152,V
2457126.81628,2015-04-14.3145503,ba,2.01,99.990,99.990,99.990,99.990,99.990,V
2457126.81784,2015-04-14.3161087,ba,2.02,99.990,99.990,99.990,99.990,99.990,V
2457127.58348,2015-04-15.0818024,be,1.50,16.782,>16.782,99.990,0.451,0.149,V
2457127.58521,2015-04-15.0835325,be,1.51,16.872,>16.872,99.990,0.441,0.137,V
2457131.79453,2015-04-19.2932371,ba,1.68,99.990,99.990,99.990,99.990,99.990,V
2457131.79610,2015-04-19.2948011,ba,1.67,99.990,99.990,99.990,99.990,99.990,V
2457133.77239,2015-04-21.2712736,ba,2.04,99.990,99.990,99.990,99.990,99.990,V
2457133.77400,2015-04-21.2728780,ba,2.05,99.990,99.990,99.990,99.990,99.990,V
2457137.51125,2015-04-25.0104519,be,1.74,16.597,>16.597,99.990,0.555,0.176,V
2457137.51267,2015-04-25.0118770,be,1.71,16.557,>16.557,99.990,0.032,0.183,V
2457144.56006,2015-05-02.0599075,be,1.89,14.961,>14.961,99.990,0.459,0.795,V
2457144.56149,2015-05-02.0613354,be,1.89,14.725,>14.725,99.990,0.714,0.989,V
2457145.56535,2015-05-03.0652905,be,2.41,15.907,>15.907,99.990,0.299,0.333,V
2457145.56677,2015-05-03.0667106,be,2.39,15.905,>15.905,99.990,-0.268,0.333,V
2457145.75818,2015-05-03.2581408,ba,1.70,15.919,>15.919,99.990,0.318,0.329,V
2457145.75971,2015-05-03.2596646,ba,1.67,16.044,>16.044,99.990,1.049,0.293,V
2457150.50090,2015-05-08.0012886,be,1.52,16.860,>16.860,99.990,0.356,0.138,V
2457150.50233,2015-05-08.0027168,be,1.51,16.880,>16.880,99.990,0.486,0.136,V
2457154.51332,2015-05-12.0140741,be,1.47,16.679,>16.679,99.990,0.306,0.163,V
2457154.51475,2015-05-12.0155,be,1.51,16.633,>16.633,99.990,0.325,0.171,V
2457155.51286,2015-05-13.0137039,be,1.45,16.811,>16.811,99.990,0.418,0.145,V
2457157.52527,2015-05-15.0262968,bf,1.54,16.763,>16.763,99.990,0.414,0.151,V
2457158.47070,2015-05-15.9718060,be,1.53,16.822,>16.822,99.990,0.216,0.143,V
2457158.47212,2015-05-15.9732325,be,1.53,16.787,>16.787,99.990,0.104,0.148,V
2457160.48007,2015-05-17.9813625,bf,1.51,16.626,>16.626,99.990,0.484,0.172,V
2457160.48451,2015-05-17.9857961,be,1.53,16.848,>16.848,99.990,0.464,0.140,V
2457160.48592,2015-05-17.9872111,be,1.48,16.734,>16.734,99.990,0.306,0.155,V
2457162.49312,2015-05-19.9945862,be,1.55,16.840,>16.840,99.990,0.640,0.141,V
2457162.49455,2015-05-19.9960167,be,1.57,17.009,>17.009,99.990,0.373,0.121,V
2457163.49388,2015-05-20.9954358,bf,1.52,16.655,>16.655,99.990,0.390,0.167,V
2457163.49530,2015-05-20.9968512,bf,1.51,16.657,>16.657,99.990,0.640,0.167,V
2457168.44207,2015-05-25.9440552,be,1.56,15.009,>15.009,99.990,-0.068,0.761,V
2457168.46400,2015-05-25.9659875,be,1.44,16.283,>16.283,99.990,0.683,0.235,V
2457168.46543,2015-05-25.9674119,be,1.46,16.320,>16.320,99.990,0.128,0.227,V
2457168.46687,2015-05-25.9688518,bf,1.47,15.332,>15.332,99.990,1.090,0.565,V
2457168.46831,2015-05-25.9702898,bf,1.45,16.039,>16.039,99.990,0.386,0.295,V
2457169.46076,2015-05-26.9628276,bf,1.35,16.341,>16.341,99.990,0.474,0.223,V
2457169.46218,2015-05-26.9642524,bf,1.37,16.263,>16.263,99.990,0.521,0.240,V
2457170.48715,2015-05-27.9893052,be,1.44,16.449,>16.449,99.990,0.160,0.202,V
2457170.48858,2015-05-27.9907332,be,1.48,16.339,>16.339,99.990,0.588,0.223,V
2457171.51479,2015-05-29.0170273,bf,1.63,99.990,99.990,99.990,99.990,99.990,V
2457171.51620,2015-05-29.0184416,bf,1.66,99.990,99.990,99.990,99.990,99.990,V
2457173.48874,2015-05-30.9911458,bf,1.59,14.929,>14.929,99.990,0.099,0.819,V
2457173.49016,2015-05-30.9925594,bf,1.57,15.270,>15.270,99.990,-0.591,0.598,V
2457174.48612,2015-05-31.9886050,be,1.46,16.051,>16.051,99.990,0.362,0.291,V
2457174.48754,2015-05-31.9900248,be,1.45,16.122,>16.122,99.990,0.525,0.273,V
2457174.49197,2015-05-31.9944575,bf,1.43,16.041,>16.041,99.990,0.800,0.294,V
2457174.49339,2015-05-31.9958703,bf,1.42,16.112,>16.112,99.990,1.024,0.276,V
2457181.44689,2015-06-07.9499180,be,1.47,16.208,>16.208,99.990,-0.085,0.252,V
2457181.44834,2015-06-07.9513717,be,1.52,16.318,>16.318,99.990,0.129,0.228,V
2457181.45278,2015-06-07.9558078,be,1.46,16.691,>16.691,99.990,0.501,0.162,V
2457181.45421,2015-06-07.9572432,be,1.49,16.762,>16.762,99.990,0.229,0.151,V
2457182.46430,2015-06-08.9674034,be,1.46,16.747,>16.747,99.990,0.405,0.154,V
2457182.46573,2015-06-08.9688353,be,1.48,16.844,>16.844,99.990,0.388,0.140,V
2457186.44935,2015-06-12.9527511,be,1.72,16.318,>16.318,99.990,0.605,0.228,V
2457186.45077,2015-06-12.9541674,be,1.79,16.280,>16.280,99.990,0.709,0.236,V
2457187.44637,2015-06-13.9498428,be,1.53,15.983,>15.983,99.990,0.472,0.310,V
2457187.44779,2015-06-13.9512613,be,1.52,16.195,>16.195,99.990,0.691,0.255,V
2457188.44353,2015-06-14.9470671,be,1.64,15.843,>15.843,99.990,0.730,0.353,V
2457188.44494,2015-06-14.9484824,be,1.61,15.850,>15.850,99.990,0.606,0.351,V
2457189.44065,2015-06-15.9442559,be,2.39,99.990,99.990,99.990,99.990,99.990,V
2457189.44206,2015-06-15.9456722,be,2.29,15.557,>15.557,99.990,-0.740,0.459,V
2457282.90273,2015-09-17.4067841,be,1.43,15.531,>15.531,99.990,0.063,0.470,V
2457282.90368,2015-09-17.4077328,bh,1.44,15.479,>15.479,99.990,0.402,0.494,V
2457282.90368,2015-09-17.4077328,be,1.50,15.500,>15.500,99.990,-0.336,0.484,V
2457282.90462,2015-09-17.4086723,bh,1.38,15.300,>15.300,99.990,1.899,0.582,V
2457282.90462,2015-09-17.4086715,be,1.54,15.548,>15.548,99.990,0.138,0.463,V
2457283.90323,2015-09-18.4072203,bh,1.39,15.220,>15.220,99.990,1.852,0.627,V
2457283.90323,2015-09-18.4072200,be,1.54,15.381,>15.381,99.990,0.828,0.540,V
2457283.90418,2015-09-18.4081689,be,1.61,15.293,>15.293,99.990,0.263,0.586,V
2457283.90512,2015-09-18.4091097,be,1.60,15.235,>15.235,99.990,0.035,0.618,V
2457284.89928,2015-09-19.4032034,be,2.28,15.769,>15.769,99.990,0.647,0.378,V
2457284.90041,2015-09-19.4043396,bh,1.79,15.476,>15.476,99.990,2.019,0.495,V
2457284.90041,2015-09-19.4043396,be,2.28,15.592,>15.592,99.990,0.262,0.445,V
2457284.90168,2015-09-19.4056096,be,2.29,15.486,>15.486,99.990,0.238,0.490,V
2457286.88989,2015-09-21.3936907,bh,1.59,16.046,>16.046,99.990,-0.303,0.293,V
2457286.88989,2015-09-21.3936899,be,1.61,16.114,>16.114,99.990,0.701,0.275,V
2457286.89087,2015-09-21.3946677,be,1.59,16.189,>16.189,99.990,0.793,0.257,V
2457286.89182,2015-09-21.3956168,be,1.52,16.072,>16.072,99.990,0.064,0.286,V
2457287.89317,2015-09-22.3969012,be,1.43,16.134,>16.134,99.990,0.090,0.270,V
2457287.89410,2015-09-22.3978318,be,1.42,16.088,>16.088,99.990,0.105,0.282,V
2457287.89504,2015-09-22.3987732,bh,1.72,15.788,>15.788,99.990,-0.086,0.371,V
2457287.89504,2015-09-22.3987733,be,1.46,16.150,>16.150,99.990,0.159,0.266,V
2457288.90476,2015-09-23.4084202,be,1.73,14.808,>14.808,99.990,0.721,0.915,V
2457291.90259,2015-09-26.4060457,be,1.85,15.119,>15.119,99.990,0.446,0.687,V
2457292.90044,2015-09-27.4038270,be,1.69,15.201,>15.201,99.990,0.594,0.638,V
2457292.90172,2015-09-27.4050998,be,1.74,15.175,>15.175,99.990,-0.348,0.653,V
2457293.90095,2015-09-28.4042663,be,1.71,99.990,99.990,99.990,99.990,99.990,V
2457294.88566,2015-09-29.3888932,be,1.64,15.055,>15.055,99.990,0.163,0.729,V
2457294.88693,2015-09-29.3901656,be,1.51,15.940,>15.940,99.990,0.118,0.323,V
2457294.88820,2015-09-29.3914410,be,1.55,15.877,>15.877,99.990,-0.330,0.342,V
2457304.87336,2015-10-09.3758152,be,1.50,15.333,>15.333,99.990,-0.677,0.565,V
2457304.87471,2015-10-09.3771596,be,1.46,15.843,>15.843,99.990,0.623,0.353,V
2457304.87600,2015-10-09.3784567,be,1.50,14.268,>14.268,99.990,1.164,1.506,V
2457305.88171,2015-10-10.3840760,be,1.44,15.930,>15.930,99.990,0.809,0.326,V
2457305.88301,2015-10-10.3853739,be,1.40,15.758,>15.758,99.990,0.635,0.382,V
2457305.88431,2015-10-10.3866763,be,1.48,15.465,>15.465,99.990,-0.257,0.500,V
2457306.87826,2015-10-11.3805393,be,1.49,16.417,>16.417,99.990,0.827,0.208,V
2457306.87954,2015-10-11.3818296,be,1.49,16.479,>16.479,99.990,0.659,0.197,V
2457306.88083,2015-10-11.3831119,be,1.45,16.344,>16.344,99.990,0.596,0.223,V
2457311.84564,2015-10-16.3475019,be,1.56,16.359,>16.359,99.990,0.730,0.219,V
2457311.84693,2015-10-16.3487893,be,1.60,15.928,>15.928,99.990,0.170,0.326,V
2457311.84822,2015-10-16.3500761,be,1.64,16.351,>16.351,99.990,0.182,0.221,V
2457312.84533,2015-10-17.3471,be,1.49,16.646,16.525,0.196,0.941,0.168,V
2457312.84661,2015-10-17.3483863,be,1.47,16.712,>16.712,99.990,0.121,0.158,V
2457312.84791,2015-10-17.3496782,be,1.47,16.776,>16.776,99.990,0.117,0.149,V
2457317.06414,2015-10-21.5655403,ba,1.66,16.507,>16.507,99.990,-0.020,0.191,V
2457317.06504,2015-10-21.5664380,ba,1.66,16.406,>16.406,99.990,0.711,0.210,V
2457317.06594,2015-10-21.5673421,ba,1.65,16.408,>16.408,99.990,0.364,0.210,V
2457318.11647,2015-10-22.6177704,ba,1.71,16.708,>16.708,99.990,0.469,0.159,V
2457318.11737,2015-10-22.6186739,ba,1.65,16.651,>16.651,99.990,0.446,0.168,V
2457318.11828,2015-10-22.6195782,ba,1.74,16.773,16.765,0.217,0.755,0.150,V
2457319.82092,2015-10-24.3220636,be,1.58,16.514,>16.514,99.990,0.884,0.190,V
2457319.82223,2015-10-24.3233756,be,1.58,16.471,>16.471,99.990,0.212,0.198,V
2457319.82352,2015-10-24.3246685,be,1.57,16.541,>16.541,99.990,0.475,0.186,V
2457322.05148,2015-10-26.5524297,ba,1.71,15.506,>15.506,99.990,0.050,0.481,V
2457322.05275,2015-10-26.5536938,ba,1.71,15.707,>15.707,99.990,0.598,0.400,V
2457322.05400,2015-10-26.5549456,ba,1.64,15.552,>15.552,99.990,0.341,0.462,V
2457325.04299,2015-10-29.5436631,ba,2.02,15.952,>15.952,99.990,-0.347,0.319,V
2457325.04423,2015-10-29.5449050,ba,2.02,15.729,>15.729,99.990,-0.273,0.392,V
2457325.04548,2015-10-29.5461490,ba,2.05,15.792,>15.792,99.990,-0.298,0.370,V
2457332.87058,2015-11-06.3705278,be,1.57,15.964,>15.964,99.990,0.390,0.316,V
2457332.87199,2015-11-06.3719399,be,1.52,15.814,>15.814,99.990,0.530,0.362,V
2457332.87331,2015-11-06.3732511,be,1.52,15.655,>15.655,99.990,1.086,0.420,V
2457333.86265,2015-11-07.3624989,be,1.52,16.568,>16.568,99.990,0.500,0.181,V
2457333.86393,2015-11-07.3637887,be,1.47,16.470,>16.470,99.990,0.473,0.198,V
2457333.86522,2015-11-07.3650780,be,1.43,16.469,>16.469,99.990,0.189,0.198,V
2457339.83962,2015-11-13.3389229,be,1.46,16.825,16.811,0.216,0.724,0.143,V
2457339.84090,2015-11-13.3402026,be,1.47,16.789,>16.789,99.990,0.321,0.148,V
2457339.84219,2015-11-13.3414915,be,1.45,16.795,>16.795,99.990,0.662,0.147,V
2457342.82285,2015-11-16.3218746,be,1.55,14.851,>14.851,99.990,-1.035,0.880,V
2457342.82379,2015-11-16.3228136,be,1.45,14.806,>14.806,99.990,2.188,0.918,V
2457342.82473,2015-11-16.3237553,be,1.48,15.193,>15.193,99.990,0.289,0.642,V
2457347.75051,2015-11-21.2490891,bh,1.45,15.406,>15.406,99.990,0.760,0.528,V
2457347.75051,2015-11-21.2490887,be,1.71,15.708,>15.708,99.990,0.663,0.400,V
2457347.75179,2015-11-21.2503734,be,1.70,15.511,>15.511,99.990,0.611,0.479,V
2457347.75308,2015-11-21.2516611,be,1.73,15.529,>15.529,99.990,0.082,0.471,V
2457348.85057,2015-11-22.3490526,be,1.69,16.704,>16.704,99.990,0.574,0.160,V
2457348.85186,2015-11-22.3503388,be,1.70,16.694,>16.694,99.990,0.498,0.161,V
2457348.85313,2015-11-22.3516137,be,1.77,16.834,>16.834,99.990,0.318,0.142,V
2457349.76048,2015-11-23.2588821,bh,2.20,15.817,>15.817,99.990,-0.040,0.362,V
2457355.79034,2015-11-29.2882150,be,1.45,16.023,>16.023,99.990,1.060,0.299,V
2457355.79161,2015-11-29.2894935,be,1.47,15.931,>15.931,99.990,0.357,0.326,V
2457355.79291,2015-11-29.2907833,be,1.51,16.118,>16.118,99.990,0.521,0.274,V
2457361.86408,2015-12-05.3614548,be,1.71,16.018,>16.018,99.990,0.237,0.300,V
2457361.86537,2015-12-05.3627422,be,1.62,16.103,>16.103,99.990,-0.133,0.278,V
2457362.85246,2015-12-06.3497589,be,1.47,16.636,>16.636,99.990,0.524,0.170,V
2457362.85374,2015-12-06.3510357,be,1.46,16.886,>16.886,99.990,0.120,0.135,V
2457362.85504,2015-12-06.3523373,be,1.50,16.563,>16.563,99.990,0.615,0.182,V
2457363.82359,2015-12-07.3208072,be,1.57,16.894,>16.894,99.990,0.395,0.134,V
2457363.82488,2015-12-07.3220915,be,1.57,16.857,>16.857,99.990,0.633,0.139,V
2457363.82617,2015-12-07.3233903,be,1.56,16.831,>16.831,99.990,0.417,0.142,V
2457367.76082,2015-12-11.2577357,be,1.45,16.802,>16.802,99.990,0.659,0.146,V
2457367.76210,2015-12-11.2590075,be,1.45,16.979,>16.979,99.990,0.107,0.124,V
2457367.76338,2015-12-11.2602868,be,1.44,16.956,>16.956,99.990,0.406,0.127,V
2457370.91982,2015-12-14.4164983,ba,1.72,16.842,>16.842,99.990,0.645,0.141,V
2457370.92107,2015-12-14.4177443,ba,1.73,16.897,16.877,0.215,0.681,0.134,V
2457370.92233,2015-12-14.4190092,ba,1.75,16.813,16.642,0.187,0.845,0.144,V
2457372.78311,2015-12-16.2796548,be,1.58,16.747,>16.747,99.990,0.139,0.154,V
2457372.78439,2015-12-16.2809309,be,1.55,16.740,>16.740,99.990,0.156,0.155,V
2457372.78567,2015-12-16.2822179,be,1.49,16.788,>16.788,99.990,0.400,0.148,V
2457375.77296,2015-12-19.2693053,be,1.50,16.775,>16.775,99.990,0.363,0.150,V
2457375.77424,2015-12-19.2705817,be,1.48,16.755,>16.755,99.990,0.573,0.152,V
2457375.77552,2015-12-19.2718591,be,1.45,16.847,>16.847,99.990,0.604,0.140,V
2457376.68239,2015-12-20.1786651,be,1.50,16.338,>16.338,99.990,0.157,0.224,V
2457376.68366,2015-12-20.1799386,be,1.48,16.448,>16.448,99.990,0.452,0.202,V
2457376.68496,2015-12-20.1812371,bh,1.42,16.263,>16.263,99.990,0.217,0.240,V
2457376.68496,2015-12-20.1812378,be,1.50,16.377,>16.377,99.990,0.299,0.216,V
2457377.84163,2015-12-21.3378314,be,1.40,16.761,>16.761,99.990,0.393,0.152,V
2457377.84292,2015-12-21.3391232,be,1.43,16.768,>16.768,99.990,0.384,0.151,V
2457377.84421,2015-12-21.3404114,be,1.46,16.856,>16.856,99.990,0.633,0.139,V
2457378.72892,2015-12-22.2250646,be,1.44,16.449,>16.449,99.990,0.437,0.202,V
2457378.73021,2015-12-22.2263526,be,1.49,16.278,>16.278,99.990,0.724,0.237,V
2457378.73149,2015-12-22.2276412,be,1.43,16.345,>16.345,99.990,0.502,0.222,V
2457380.69204,2015-12-24.1880652,be,1.52,15.953,>15.953,99.990,-0.145,0.319,V
2457380.69333,2015-12-24.1893527,be,1.44,15.965,>15.965,99.990,0.070,0.316,V
2457380.69462,2015-12-24.1906420,be,1.50,15.931,>15.931,99.990,0.203,0.325,V
2457380.69462,2015-12-24.1906428,bh,1.60,15.760,>15.760,99.990,1.464,0.381,V
2457387.84863,2015-12-31.3442527,be,1.41,16.371,>16.371,99.990,0.554,0.217,V
2457387.84992,2015-12-31.3455391,be,1.45,16.360,>16.360,99.990,0.481,0.219,V
2457387.85120,2015-12-31.3468163,be,1.49,16.413,>16.413,99.990,0.290,0.209,V
2457389.82794,2016-01-02.3234572,be,1.50,16.665,>16.665,99.990,0.114,0.166,V
2457389.82923,2016-01-02.3247456,be,1.50,16.619,>16.619,99.990,0.378,0.173,V
2457389.83052,2016-01-02.3260435,be,1.51,16.566,>16.566,99.990,0.641,0.181,V
2457390.71643,2016-01-03.2119053,be,1.42,16.756,>16.756,99.990,0.463,0.152,V
2457390.71771,2016-01-03.2131826,be,1.50,16.791,>16.791,99.990,0.496,0.147,V
2457390.71898,2016-01-03.2144567,be,1.45,16.830,>16.830,99.990,0.454,0.142,V
2457392.93286,2016-01-05.4282300,ba,1.64,16.988,>16.988,99.990,0.339,0.123,V
2457392.93412,2016-01-05.4294966,ba,1.70,17.067,>17.067,99.990,0.454,0.114,V
2457392.93542,2016-01-05.4307914,ba,1.69,17.020,>17.020,99.990,0.312,0.119,V
2457396.77423,2016-01-09.2694472,be,1.51,16.777,>16.777,99.990,0.461,0.149,V
2457396.77553,2016-01-09.2707427,be,1.52,16.878,16.866,0.217,0.688,0.136,V
2457396.77681,2016-01-09.2720222,be,1.45,16.809,>16.809,99.990,0.653,0.145,V
2457398.93564,2016-01-11.4307733,ba,1.71,17.102,>17.102,99.990,0.457,0.111,V
2457398.93691,2016-01-11.4320380,ba,1.72,17.122,>17.122,99.990,0.450,0.109,V
2457398.93817,2016-01-11.4332956,ba,1.72,16.970,>16.970,99.990,0.409,0.125,V
2457400.66477,2016-01-13.1598456,be,1.44,16.540,>16.540,99.990,0.236,0.186,V
2457400.66605,2016-01-13.1611219,be,1.50,16.637,>16.637,99.990,0.297,0.170,V
2457400.66733,2016-01-13.1623974,be,1.49,16.537,>16.537,99.990,0.103,0.186,V
2457401.72833,2016-01-14.2233648,be,1.47,16.864,>16.864,99.990,0.438,0.138,V
2457401.72962,2016-01-14.2246534,be,1.48,16.769,>16.769,99.990,0.655,0.150,V
2457401.73089,2016-01-14.2259303,be,1.48,16.832,16.761,0.205,0.757,0.142,V
2457403.82644,2016-01-16.3214163,ba,1.69,16.634,>16.634,99.990,0.248,0.170,V
2457403.82769,2016-01-16.3226692,ba,1.71,16.649,>16.649,99.990,0.517,0.168,V
2457403.82894,2016-01-16.3239096,ba,1.66,16.884,>16.884,99.990,0.111,0.135,V
2457404.85681,2016-01-17.3517562,be,1.44,16.786,16.770,0.216,0.752,0.148,V
2457404.85809,2016-01-17.3530413,be,1.45,16.806,>16.806,99.990,0.258,0.145,V
2457404.85938,2016-01-17.3543288,be,1.44,16.858,>16.858,99.990,0.390,0.139,V
2457405.82307,2016-01-18.3179930,ba,1.71,16.327,>16.327,99.990,0.187,0.226,V
2457405.82431,2016-01-18.3192346,ba,1.67,16.488,>16.488,99.990,0.219,0.195,V
2457405.82557,2016-01-18.3204903,ba,1.68,16.275,>16.275,99.990,0.859,0.237,V
2457406.85679,2016-01-19.3516907,be,1.49,16.665,>16.665,99.990,0.245,0.166,V
2457406.85807,2016-01-19.3529673,be,1.48,16.885,>16.885,99.990,0.363,0.135,V
2457406.85942,2016-01-19.3543146,be,1.45,16.792,>16.792,99.990,0.408,0.147,V
2457407.70123,2016-01-20.1961018,be,1.65,16.215,>16.215,99.990,0.415,0.250,V
