253649	288.797916666667	10.9458333333333	2458194.500000	2460171.500000	2023-08-14 11:42:22.259666	2023-08-14 11:43:24.282998	2023-08-14 12:38:32.055766	33	57	/ztf/ops/forcedphot/lc/0/253/req253649/cksum50f37f44c6efebf09b1da742f064cc03/forcedphotometry_req00253649_lc.txt
253650	266.137916666667	-28.7408333333333	2458194.500000	2460171.500000	2023-08-14 11:49:25.156432	2023-08-14 11:49:27.403643	2023-08-14 11:49:28.021811	34	63	/ztf/ops/forcedphot/lc/0/253/req253650/cksum2b956dee5a73951a44ad659784ea82de/forcedphotometry_req00253650_lc.txt
253651	265.978333333333	-29.7452777777778	2458194.500000	2460171.500000	2023-08-14 11:49:25.211178	2023-08-14 11:49:26.852621	2023-08-14 11:49:27.246146	35	63	/ztf/ops/forcedphot/lc/0/253/req253651/cksum64af9e1ecb134b22e2c05b83516dcbb5/forcedphotometry_req00253651_lc.txt
253652	273.629583333333	-17.1572222222222	2458194.500000	2460171.500000	2023-08-14 11:49:25.239873	2023-08-14 11:49:26.970795	2023-08-14 12:18:22.021029	36	57	/ztf/ops/forcedphot/lc/0/253/req253652/cksum35b4941bcfdf4e29325b1d18ae01609e/forcedphotometry_req00253652_lc.txt
253653	270.301666666667	-25.7433333333333	2458194.500000	2460171.500000	2023-08-14 11:49:25.271903	2023-08-14 11:49:26.861837	2023-08-14 12:05:01.44684	37	61	/ztf/ops/forcedphot/lc/0/253/req253653/cksum54e1bbb3dcacbb1ab418ec69d59b3a00/forcedphotometry_req00253653_lc.txt
253654	253.500416666667	-39.8458333333333	2458194.500000	2460171.500000	2023-08-14 13:20:26.766013	2023-08-14 13:20:30.149728	2023-08-14 13:20:30.535876	33	63	/ztf/ops/forcedphot/lc/0/253/req253654/cksum4da3037639a7358fe07c0b6ba5ba56a3/forcedphotometry_req00253654_lc.txt
253655	306.015833333333	33.8675	2458194.500000	2460171.500000	2023-08-14 13:20:26.825867	2023-08-14 13:20:30.843555	2023-08-14 14:57:15.852206	34	61	/ztf/ops/forcedphot/lc/0/253/req253655/cksum5c949a786ebb771ffe701d3f82135da2/forcedphotometry_req00253655_lc.txt
253656	209.54125	-64.7347222222222	2458194.500000	2460171.500000	2023-08-14 13:20:26.855375	2023-08-14 13:20:30.21819	2023-08-14 13:20:30.522847	35	63	/ztf/ops/forcedphot/lc/0/253/req253656/cksum123065f362c58b71fab8bab40fe4334d/forcedphotometry_req00253656_lc.txt
253657	140.645416666667	-63.2952777777778	2458194.500000	2460171.500000	2023-08-14 13:20:26.878829	2023-08-14 13:20:30.314371	2023-08-14 13:20:30.601578	36	63	/ztf/ops/forcedphot/lc/0/253/req253657/cksumfca03d74939e9ed538ed1bc03d2352dd/forcedphotometry_req00253657_lc.txt
253658	274.84	-25.4069444444444	2458194.500000	2460171.500000	2023-08-14 13:20:26.902739	2023-08-14 13:20:30.241408	2023-08-14 13:22:12.855103	37	0	/ztf/ops/forcedphot/lc/0/253/req253658/cksum19fbfaff7258cb603579c6c8537a67a1/forcedphotometry_req00253658_lc.txt
253659	274.005833333333	-14.0363888888889	2458194.500000	2460171.500000	2023-08-14 13:20:26.930509	2023-08-14 13:20:30.21642	2023-08-14 13:42:41.382819	38	56	/ztf/ops/forcedphot/lc/0/253/req253659/cksum4be4dd3811723278374323293f298f2d/forcedphotometry_req00253659_lc.txt
253660	247.011666666667	-49.1986111111111	2458194.500000	2460171.500000	2023-08-14 13:20:26.958897	2023-08-14 13:20:30.260585	2023-08-14 13:20:30.579944	39	63	/ztf/ops/forcedphot/lc/0/253/req253660/cksume6a9c5028d0d2c70c74bd0bd13cf7224/forcedphotometry_req00253660_lc.txt
253661	214.3775	-44.0491666666667	2458194.500000	2460171.500000	2023-08-14 13:20:26.999047	2023-08-14 13:20:30.304391	2023-08-14 13:20:30.603114	40	63	/ztf/ops/forcedphot/lc/0/253/req253661/cksume839337bca06ca760d24262efd65b563/forcedphotometry_req00253661_lc.txt
253662	234.57625	-55.7033333333333	2458194.500000	2460171.500000	2023-08-14 13:20:27.024935	2023-08-14 13:20:31.103527	2023-08-14 13:20:31.575132	41	63	/ztf/ops/forcedphot/lc/0/253/req253662/cksum2cadc252c0a20f8300847bcd1222e2ad/forcedphotometry_req00253662_lc.txt
253663	267.02	-24.7802777777778	2458194.500000	2460171.500000	2023-08-14 13:20:27.051224	2023-08-14 13:20:30.017422	2023-08-14 13:39:22.915471	42	56	/ztf/ops/forcedphot/lc/0/253/req253663/cksum9abab370ffd0d315dc3d17a198143ca7/forcedphotometry_req00253663_lc.txt
253664	326.17125	38.3216666666667	2458194.500000	2460171.500000	2023-08-14 13:20:27.080423	2023-08-14 13:23:31.561239	2023-08-14 14:06:43.232645	33	61	/ztf/ops/forcedphot/lc/0/253/req253664/cksum50ce825c85987c5d90bb5b35971cc6db/forcedphotometry_req00253664_lc.txt
253665	256.435	-36.4230555555555	2458194.500000	2460171.500000	2023-08-14 13:20:28.199519	2023-08-14 13:23:31.585376	2023-08-14 13:23:31.914321	35	63	/ztf/ops/forcedphot/lc/0/253/req253665/cksumffee5e62f6c5738e397691db7435e26a/forcedphotometry_req00253665_lc.txt
